hedge,sentence
非常に,例えばロシアという「元敵」に関する情報は非常に偏見に満ちた不正確なものが分野によってはいまだに多く、それへの一種のコンプレックスから「日本ではロシアは超マイナーだ」みたいな感覚に陥ることがよくありますが、まあ実際間違った情報が通用する以上「マイナーである」ということは客観的にも間違いないと思うのですが、Wikipedia内でどこであえて線を引くのかというのが問題なのだろうと思います。
非常に,そのため、非常に短い記述だけの記事を新設することの是非については、いろいろと議論があります。
十分,せっかく作成して頂いた記事も、内容が十分でないと後々削除されるようなことになるかも知れません。
十分,私は、それに関してはこの記事で十分かと考えていました。
あまり,基本的に種名へのリンクは残して頂きたいとは思いますが、あまりにも目に余るようでしたら、赤リンクを除去して頂いても結構です。
結構,基本的に種名へのリンクは残して頂きたいとは思いますが、あまりにも目に余るようでしたら、赤リンクを除去して頂いても結構です。
相当,相当先の話になるでしょうし、そもそも種の定義がまだ不確かな分類群が相当ありますから、それが可能なのかは現時点ではわかりませんが。
あまり,記事にならない言葉まで赤リンク化しているならともかく、あまり意味のないけなし方のように感じます。
大変,:::私の方も、Ｋｓさんのご意見を伺えて大変参考になりました。
ちょっと,これを含めて、冒頭文と概説、あるいは特徴説の頭をくっつけてしまう編集がちょいちょいありますが、ちょっとご一考ください。
あまり,またWikipediaの他の記事を見ていても、冒頭と概説で名称が2回太字で示されているということがあまりないように見受けられるため、他記事との統一感をもたせるという意味合いもありました。
少し,少し履歴をたどってみましたら、[[Wikipedia:多数の言語版にあるが日本語版にない記事/生物]]にミュールジカとディクディクを加えたのはやはり私でした。
少し,コンクールのことをご存じの上で分野Bにエントリーされていないのは何か理由があるかもしれないと考え少し迷ったのですが、思うようにエントリーが集まっていないこともありメッセージさせて頂きました。
少し,コンクールの盛り上げに少しでも貢献できたようで何よりです。
結構,[[東京都]]の「産業」の記事があんまりなので、書き直そうと思っていろいろ調べてると結構大変になりそう。
大変,[[東京都]]の「産業」の記事があんまりなので、書き直そうと思っていろいろ調べてると結構大変になりそう。
ちょっと,"[[Wikipedia:削除依頼 2004年11月]]で""すかいてんぷる""の削除依頼に対し、「『[[君が望む永遠]]』の中で説明すればいい」と言ってましたが、ちょっとこの発言で私ちょっと熱くなったんです(感情的になったのではなく、[[Piaキャロットへようこそ!"
大変,大変お手数ですが、ご自身の手で明記頂きたくお願いに伺いました。
大変,大変恐れ入りますが、宜しくお願い申し上げます。
大変,大変失礼を申し上げました。
かなり,前回とは記事の様子もかなり変わっていますので、もしよろしければコメントを頂ければ幸いです。
とっても,ウィキペディアは編集者の方々のボランティアで成り立つ百科事典サイトですが、著作権侵害の形跡を[[Wikipedia:履歴|履歴]]に残してしまう編集方法は日陰猫Jogaさんにとってもウィキペディアにとっても何の得にもなりませんので、今後は上記説明ページ内容をよくご理解頂き、誤った編集の方法はご遠慮下さいますと幸いです。
非常に,参加して頂いた矢先からこのようなお知らせをすることになって申し訳ないのですが、ウィキペディアには、非常に短い記述だけの記事を新設したり、余り発展の余地のなさそうな話題を扱うページを新設することの是非については、いろいろと議論があります。
十分,せっかく作成して頂いた記事も、内容が十分でないと後になって削除されるようなことになるかも知れませんので、できるだけ、量的、内容的にまとまりのあるものを書いていただけるよう、お願いできますでしょうか？
結構,URLに「AD」があると反応するので結構被害範囲が広いらしく。
若干,でも今年は入試なので若干Wikibreak気味になるかもしれません。
大変,もしかえでさんが私のルール誤用に気づくことがありましたら遠慮なく仰って頂けると私としても大変助かります。
非常に,日々の空き時間をほぼ[http://d.hatena.ne.jp/maple_magician/ 日記]へとつぎ込んでおりまして、管理者業務に必要と思われる「定常的な参加」は非常に困難です。
少し,コミュニティポータルの扱いを大きくするとか、井戸端に掲載枠をつくるとか広報にもう少し工夫をしたほうがいいのかもしれません。
少し,最近他の言語のWPの実情をまとめたものを読む機会があって、そこから考えるにJAWPの投票類への参加者はもう少し多くてもいいのかな、ということは思っていました。
それなり,[[性科学]]は、まだまだ発展途上にあるとはいえ、それなりの専門家が集まって「[http://www14.plala.or.jp/jsss/ 日本性科学会]」を造り、啓蒙・研究活動を行っていることからも明らかなように、''''れっきとした「科学」であり、「性に関する雑学百科」などではありません'''。
大変,:該当分野に関してはまったく見識がありませんで、大変申し訳ありませんが該当案件についてのコメントを行うことが出来ません……申し訳ありません。
非常に,そのため、非常に短い記述だけの記事を新設したり、余り発展の余地のなさそうな話題を扱うページを新設することの是非については、いろいろと議論があります。
十分,せっかく作成して頂いた記事も、内容が十分でないと後になって[[Wikipedia:削除依頼|削除]]されるようなことになるかも知れません。
非常に,反対理由に「公的には漢字で活動していると評価されるのが妥当」と御意見される方もおり、非常に重要な問題だと思いますが、そうですか。
非常に,参加して頂いた矢先からこのようなお知らせをすることになって申し訳ないのですが、ウィキペディアには、非常に短い記述だけの記事を新設したり、余り発展の余地のなさそうな話題を扱うページを新設することの是非については、いろいろと議論があります。
十分,せっかく作成して頂いた記事も、内容が十分でないと後になって削除されるようなことになるかも知れませんので、できるだけ、量的、内容的にまとまりのあるものを書いていただけるよう、お願いできますでしょうか？
結構,国名を含め、結構中立的な立場で書いているつもりですが・・多分、あの方は中国系か朝鮮系の方だと思います。
非常に,参加して頂いた矢先からこのようなお知らせをすることになって申し訳ないのですが、ウィキペディアには、非常に短い記述だけの記事を新設したり、余り発展の余地のなさそうな話題を扱うページを新設することの是非については、いろいろと議論があります。
十分,せっかく作成して頂いた記事も、内容が十分でないと後になって削除されるようなことになるかも知れませんので、できるだけ、量的、内容的にまとまりのあるものを書いていただけるよう、お願いできますでしょうか？
結構,わたしなどでよければ[[利用者:Rigel|Rigel]]さんがいかに誠意を持って対応していたか実感していますので、いくらでも弁護しますので必要ならばお呼びいただいて結構ですよ。
非常に,参加して頂いた矢先からこのようなお知らせをすることになって申し訳ないのですが、ウィキペディアには、非常に短い記述だけの記事を新設したり、余り発展の余地のなさそうな話題を扱うページを新設することの是非については、いろいろと議論があります。
十分,せっかく作成して頂いた記事も、内容が十分でないと後になって削除されるようなことになるかも知れませんので、できるだけ、量的、内容的にまとまりのあるものを書いていただけるよう、お願いできますでしょうか？
大変,[[三番瀬]]大変写真もよく最近の情報をおさえた力作で驚かされました。
少し,もう少し「可能性が指摘されている」というような表現に改めてられたほうがより適切だと思います。
かなり,「免罪符」云々は公式資料には出てこない可能性は大きいですが、現場レベルではそういう懸念がかなりあったかもしれませんので。
若干,　先ほど[[コムケ湖]]のページを見たところ、テンプレートの数字が私の資料と若干の違いがありました。
結構,実のところ一般論として、年代や定義の問題もあって、統計主体によって数値が違っていることがよくあり、どれを使うかは結構悩みどころだったりします。
結構,なかには結構気にする方もいらっしゃるようですので…。
少し,少し私のほうが新しいみたいですね。
少し,でもおっしゃる通りソースによっては細かい数字が異なる場合もあり、少し困惑します。
少し,北海道でも屈斜路湖やサロマ湖などのメジャーな湖でも湖畔から撮影した写真が掲載されていないと言う状況に少し驚きました。
すごく,でも、君ならすごくいい管理者になれると思うんだ。
あまり,ダムそのものにはあまり詳しくないですが河川史･近現代史の観点から関心があり、記述方法などで微力ながら貢献できればと思います。
あまり,あまり私は拘りませんが、なかには「署名がないものなど相手にしない」という考えの方もおられるようですので、今後のため…。
少し,"第4項についてはもう少し下に書いてある
"
非常に,:''商業目的（アフィリエイト等を含む）であれ非営利目的であれ（中略）もしあなた自身が運営に関わっている、あるいは、個人的に応援しているサイトへの外部リンクが当該記事にとって非常に有益であると考えたとしても、意図するとせざるとにかかわらず、あなたの判断が中立的でない可能性があります。
十分,このような場合は、サイトへのリンクは最大限自制すべきであり、掲載する前にまずは上記の基準を十分に吟味してください。
とても,とてもご丁寧な説明に本当に感謝します。
少し,少しずつ理解してきましたので、これからも益々ウィキペディアを利用させていただきたいと思います。
結構,河川名表記についてのものなのですが、お時間があればで結構ですので、'''[[Wikipedia‐ノート:ウィキプロジェクト ダム#河川名表記について|こちら]]''' をのぞいて頂ければと思いご連絡致しました。
非常に,追伸：「カスリーン台風の浸水範囲」の図ですが、非常に良く出来ていますね。
結構,お時間のあるときで結構ですので、私のノートへ御教示頂ければ幸いです。
結構,お暇なときで結構ですので、何卒宜しくお願いいたします。
少し,さて、春の間、少し、話題になっていた加筆コンクールをやるのであれば、ぼちぼち準備したほうがよかろうと私の利用者ページのサブページ（[[利用者:Tantal/秋の加筆コンクール準備室]]）を設け、素案を作ってみました。
ある程度,ある程度、まとまった段階で、ページ移動を実施して、告知したいと思っていますがいかがでしょうか。
少し,私事でバタバタしてしまい、ちゃんとコメンテータとして機能できず申し訳ない気持ちでいっぱいです（汗）…ということで、責務を少しでも果たすため投票いたしました。
とても,とてもすてきな写真です。
かなり,「日本標準時子午線」の記事においてかなりの量のリンクを外されましたが、外す前の状態にはどのような問題があったのでしょうか。
非常に,ウィキペディア日本語版の運営にも深く関与する理事会の[[:m:Wikimedia Foundation elections/2021/Candidates/ja|候補者]]の選出に際し、投票資格をお持ちの数少ないユーザーの一人であるMkobaさんのご意見を反映することは非常に重要だと考えています。
少し,なお、出典元資料のページ番号については、資料を再確認するため、その記載まで少し時間がかかってしまいます。
少し,今後は少しずつフォーマットやルールの内容を理解しながら投稿していきたいと思いますのでよろしくご指導ください。
ちょっと,これは、あなたの述べたものを取捨選択して整形したものですが、このレベルで文章を書く事が出来なければちょっと問題があるといわざるを得ません。
少し,仮に日本語が上手く使えない方でしたら、申し訳ありませんが、もう少し日本語の勉強をするか、あなたの母国語で書いて頂けますか。
やや,やや失礼な表記になりましたが、Wikiのコンピュータ系追加・修正している複数の方からの指摘です。
非常に,:後から見ると、非常にキツイ言い方をしていた事に気が付き、お詫びに上がりました。
かなり,「定性的には」と前置きしてある通り、ここでは計算機の専門家ではない世間一般での認知としてのかなりゆるい定義（のしかも一例）を示したつもりでした。
あまり,（個人的には、現状の「普遍的なサーバ機などより…」という表現が元の私の文より better だとはあまり思いませんが…。
大変,大変図々しいお願いなのですが、専門家らしいIPユーザの方が記載を追加してくださっているのですが、技術史の内容が発散してしまい私を含め、数名でノートにて方針を検討しています。
とても,）がその大衝突の痕跡である」とか「衝突の破片が金星にぶつかったせいで金星の自転が逆行した」という所までいくとさすがに百科事典に載せる定説とはとても言えないレベルなので、そのあたりは消しました。
ちょっと,ソースに関して、詳細な論文のリンクはちょっと待ってください。
かなり,ただ、科学雑誌的なレベルでいえば、先月の日経サイエンスの特集とドイツの科学雑誌の特集の両紙に載っていた点からかなり確度の高い情報だと思っています。
ちょっと,が、確認したいので、ちょっとだけ待ってくださいね。
わりと,あと、Sanchaman さんは以前からご自身や相手の職業や専門について殊更に気にされる傾向があるように見えますが、Wikipedia においては基本的に「書かれた内容が全て」なので、執筆者の職業がどうこうという話はわりとどうでもいい話です。
あまり,あまり書くことがないんですかね…。
少し,私が少し編集した記事にもたくさん付けて頂いたようで、ウォッチリストに久しぶりに見る記事名もあり嬉しく思っています。
大変,多くのウィキペディアンにとって編集内容の確認に大変役立ちますし、要約欄はできるだけ埋めて頂けるように[[Wikipedia:常に要約フィールドに記入する|ウィキペディアでは推奨されています]]。
ちょっと,『五つの王国』は座右の書なので（ちょっと内容古いですけど）とてもうれしいです。
とても,『五つの王国』は座右の書なので（ちょっと内容古いですけど）とてもうれしいです。
あまり,広く告知するために「[[Wikipedia:井戸端/subj/「保全状態」から「保全状況」への訳語変更を提案]]」を作成なさったのだとは思うのですが、井戸端はそういう用途で使ってもあまり効果はないように思います。
非常に,（この欄に書いていただいても、私は議論や会話が非常に苦手なので、レスはできないと思います。
十分,今後、外部サイトとの類似性が高い投稿を繰り返された場合は投稿ブロック依頼をさせていただく可能性もありますので、十分注意して投稿なさってください。
大変,今回の必殺口出し鉄五郎さんの態度は、大変立派なものだったと思います。
非常に,やはり僕も、せっかくの投稿を消すのは非常にもったいないと思うのです。
非常に,非常に文章として、読み物として面白いと思いました。
非常に,参加して頂いた矢先からこのようなお知らせをすることになって申し訳ないのですが、ウィキペディアには、非常に短い記述だけの記事を新設したり、余り発展の余地のなさそうな話題を扱うページを新設することの是非については、いろいろと議論があります。
十分,せっかく作成して頂いた記事も、内容が十分でないと後になって削除されるようなことになるかも知れませんので、できるだけ、量的、内容的にまとまりのあるものを書いていただけるよう、お願いできますでしょうか？
非常に,そのため、非常に短い記述だけの記事を新設したり、余り発展の余地のなさそうな話題を扱うページを新設することの是非については、いろいろと議論があります。
十分,せっかく作成して頂いた記事も、内容が十分でないと後になって削除されるようなことになるかも知れませんので、できるだけ、量的、内容的にまとまりのあるものを書いていただけるよう、お願いできますでしょうか？
とても,投稿履歴を拝見したところ、[[秋田放送]]の番組について、とても詳しい方とお見受けしました。
あまり,あまりに短い記事は、Wikipediaではあまり歓迎されないのですが、各ページに詳しいことを追記していく行為は大歓迎されます。
ある程度,そして、ある程度以上書く分量がたまれば、新たな項目に移動させるという形をとれば、一本の充実した記事を作りやすいのではないかと思います。
大変,あなたの作成された記事の多くが[http://ja.wikipedia.org/wiki/%E7%89%B9%E5%88%A5:Whatlinkshere/Template:%E5%8D%B3%E6%99%82%E5%89%8A%E9%99%A4 即座に削除すべき対象]としてリストアップされていることを大変残念に、またその労力が無駄になることを勿体なく思っております。
非常に,そのため、非常に短い記述だけの記事を新設したり、余り発展の余地のなさそうな話題を扱うページを新設することの是非については、いろいろと議論があります。
十分,せっかく作成して頂いた記事も、内容が十分でないと後になって削除されるようなことになるかも知れませんので、できるだけ、量的、内容的にまとまりのあるものを書いていただけるよう、お願いできますでしょうか？
ちょっと,その辺を理解して停車駅表に何が何でも落とすような書き方はちょっと感心しませんので記しておきます。
十分,医学、生物系と言うことで十分に活躍できる場があると思います。
かなり,スペイン語版はかなり情報がありますね。
あまり,"[[ナイジェリア]]なら書きやすいのですが、カメルーンについては、考古学的にもあまり成果があがっていないとフィリップソン自身が書いており（Phillipson,D.W.1985African Archaeology,邦訳『アフリカ考古学』学生社版）、グレアム＝コナーは無視しています（Connah,G.1986 African Civilization,邦訳『熱帯アフリカの都市化と国家形成』）。"
それなり,論文を斜め読みしていると、ボルヌ帝国や、まったく触れていないバカ族、[[ポルトガル]]以前の[[奴隷貿易]]やあたりはそれなりに拡充できそうな気がしてきました。
かなり,自分はかなり昔に神保町で手に入れましたが...。
相当,他国語版では井戸端やプロジェクトに相当する場所の議論についていけなくて。
あまり,予備知識がないためイスラム圏の歴史にはあまりお手伝いできませんが、仲間も増えてきたことですし、アフリカも何とかなるでしょう。
少し,もう少し考古学用語を使ったほうが誤解されないで読めたな思ったくらいです。
あまり,最近ウィキペディアにあまりアクセスできていないので、状況が飲み込めていません。
あまり,:コモンズに画像を上げたことがないため、手続きにあまり自信がありません。
かなり,-- Wikipedia空間の議論などを見ていると、Vacsoraさんはかなり危ない、いや非常に危ない位置に立たされているようです。
非常に,-- Wikipedia空間の議論などを見ていると、Vacsoraさんはかなり危ない、いや非常に危ない位置に立たされているようです。
少し,Harenoさんの加筆に補足する形で、少し経済を加筆しました。
あまり,ですが、イスラームについてはまだあまり触れておりません。
少し,[[ノート:ブルネイの国歌]]での議論の際に、国歌の資料を収集されているとのことでしたので、少し待っていました。
それなり,参考文献については、[[Wikipedia:検証可能性]]を満たす文献でそれなりに妥当だと思える文献ならば一つあれば十分です。
十分,参考文献については、[[Wikipedia:検証可能性]]を満たす文献でそれなりに妥当だと思える文献ならば一つあれば十分です。
相当,複数の文献を比較検討して最善の訳を決めることは相当大変ですし、一つと言えどちゃんと資料を参考にしたのなら[[Wikipedia:独自研究は載せない|独自研究]]よりは better ですから。
大変,複数の文献を比較検討して最善の訳を決めることは相当大変ですし、一つと言えどちゃんと資料を参考にしたのなら[[Wikipedia:独自研究は載せない|独自研究]]よりは better ですから。
あまり,書いた後で読み直して、自分でもあまりものひどい書き方に書き直したことも度々です。
十分,::本人の成長　だけを目的としているわけではありませんよ^^;本人が成長すれば辞典も成長するでしょうし(通りすがりの人だけでは成り立ちませんからね)、それを置いておいたとしてもノートへの書き込みという形でも十分記事は成長していると思っています。
非常に,確かにこれは非常に難しいと思います。
あまり,　第二次世界大戦後は、爆弾と並んで有効な攻撃方法としてミサイルというのも現われてくるので、一般的な機体の名称は爆撃機から攻撃機へと変化しています(戦前ですと、攻撃機という機種は日本海軍やアメリカ陸軍を除き、あまり存在しないマイナーな機種でしたが、今では爆撃機と呼ばれる機種の方がマイナーとなっています)。
ちょっと,ちょっとネットで調べてみたところ、地理学は地誌学と系統地理学に分けられ、系統地理学は自然地理学と人文地理学に分けられると書いてあるところをいくつか見かけたのですが、地誌学は大枠として地理学の一分野として扱っているようでした。
とても,投稿履歴を見るとごく普通の編集をされていたので、今回の行為にはびっくりしましたし、いろいろある荒らしの中でも、今回のこれは、読んでとても悲しくなったのが正直なところです。
大変,[[利用者:PeachLover|PeachLover]]さんには大変ご迷惑をおかけしました。
あまり,[[岡田有希子]]の記事はあまりにも下ネタ・過大評価・神格化・自己満足な捏造記事が酷過ぎますね。
あまり,また、あまり同じ記事への投稿を激しく継続すると、投稿をブロックされる場合があります。
大変,"==画像の出典などに関する疑問（こちらの勘違いでしたら大変申し訳ありません）==
"
非常に,"以下の画像はそれぞれ右に示したリンク先のものと非常によく似ている（というか，特に注記しないものはファイルサイズも同じ）のですが，これらにグラーフツェッペリンさんは <nowiki>{{PD}}</nowiki> を貼られています．
"
非常に,"ところが，[http://military.sakura.ne.jp/mail_q.htm これらの非常によく似た画像があるサイトの注意書き]には，
"
やや,"） = [[:画像:Me163.jpg]] - [http://perso.wanadoo.fr/sous.marin/me163.htm 構図は同じだが質がやや違うもの]
"
あまり,"また別の話になりますが，いくつかのスペックに関しても当該サイトとかなり似てるような印象を受けましたが，この点については事実の記述かどうかが微妙であるし，編集で対処して問題ないような気がします（といっても，あまり確信は持てませんが．後述するように「ヤバイ」と思われたらいったん削除依頼されるのも手かとは思います）．
"
かなり,"また別の話になりますが，いくつかのスペックに関しても当該サイトとかなり似てるような印象を受けましたが，この点については事実の記述かどうかが微妙であるし，編集で対処して問題ないような気がします（といっても，あまり確信は持てませんが．後述するように「ヤバイ」と思われたらいったん削除依頼されるのも手かとは思います）．
"
少し,":間違っていたら大変に申し訳ないのであまりこういうことを言いたくはないのですが，ぼくが指摘した以外にもご自分で「これちょっとヤバイかなぁ」と思うものがあれば，どうかご自分で削除依頼をなさるほうがよろしいかと思います．一応特定版だけの削除ということも可能なようですが，特に初版から著作権侵害の記述が混入していた場合は難しいようですし．つまりどんなに発展した項目でもずーっと初版の記述が残っていれば全削除の可能性があるということです．そのようなことになってしまわないためには，「やばそう」と思ったものはなるべく早いうちに削除し，間違いなく問題のないものを新たに投稿すればいいのだと思います．実際，少し違った例ではありますが，ぼく自信 GFDL 違反の分割をやっていたのに今頃になって気づいて，分割先の項目を削除してもらって再分割したりとかしてますし．
"
ちょっと,":間違っていたら大変に申し訳ないのであまりこういうことを言いたくはないのですが，ぼくが指摘した以外にもご自分で「これちょっとヤバイかなぁ」と思うものがあれば，どうかご自分で削除依頼をなさるほうがよろしいかと思います．一応特定版だけの削除ということも可能なようですが，特に初版から著作権侵害の記述が混入していた場合は難しいようですし．つまりどんなに発展した項目でもずーっと初版の記述が残っていれば全削除の可能性があるということです．そのようなことになってしまわないためには，「やばそう」と思ったものはなるべく早いうちに削除し，間違いなく問題のないものを新たに投稿すればいいのだと思います．実際，少し違った例ではありますが，ぼく自信 GFDL 違反の分割をやっていたのに今頃になって気づいて，分割先の項目を削除してもらって再分割したりとかしてますし．
"
あまり,":間違っていたら大変に申し訳ないのであまりこういうことを言いたくはないのですが，ぼくが指摘した以外にもご自分で「これちょっとヤバイかなぁ」と思うものがあれば，どうかご自分で削除依頼をなさるほうがよろしいかと思います．一応特定版だけの削除ということも可能なようですが，特に初版から著作権侵害の記述が混入していた場合は難しいようですし．つまりどんなに発展した項目でもずーっと初版の記述が残っていれば全削除の可能性があるということです．そのようなことになってしまわないためには，「やばそう」と思ったものはなるべく早いうちに削除し，間違いなく問題のないものを新たに投稿すればいいのだと思います．実際，少し違った例ではありますが，ぼく自信 GFDL 違反の分割をやっていたのに今頃になって気づいて，分割先の項目を削除してもらって再分割したりとかしてますし．
"
大変,":間違っていたら大変に申し訳ないのであまりこういうことを言いたくはないのですが，ぼくが指摘した以外にもご自分で「これちょっとヤバイかなぁ」と思うものがあれば，どうかご自分で削除依頼をなさるほうがよろしいかと思います．一応特定版だけの削除ということも可能なようですが，特に初版から著作権侵害の記述が混入していた場合は難しいようですし．つまりどんなに発展した項目でもずーっと初版の記述が残っていれば全削除の可能性があるということです．そのようなことになってしまわないためには，「やばそう」と思ったものはなるべく早いうちに削除し，間違いなく問題のないものを新たに投稿すればいいのだと思います．実際，少し違った例ではありますが，ぼく自信 GFDL 違反の分割をやっていたのに今頃になって気づいて，分割先の項目を削除してもらって再分割したりとかしてますし．
"
多少,スペックデータは複数のサイトと手持ちの書籍を統合して考えておりますので、多少似ているのは仕方ないかと。
少し,:に繋がるのかわからず少し考えたのですが，「と思い」ということは「みんなが使っているからたぶん安全だろう」ということでしょうか？
わりと,":……と，これだけだとなんですので，わりと大丈夫そうな画像ソースとしては[[commons:Category:World War II aircraft]]や英語版の画像（例えば[[:en:Image:Junkers Ju88.jpg]]にはハッキリと「出版後50年経っているので PD」とありますので大丈夫かと思います），他には NASA の画像などがありますので，出典のあやふやな外部サイトから持ってくる前にこれらの利用を検討されてはいかがでしょうか．
"
かなり,":スペックについてはぼくも微妙だと思っています．かなり「事実の記述」に近いものがあると思いますので．
"
ちょっと,":ご理解いただきありがとうございます（なかには逆ギレする人もいるのでよかったです……）．著作権とかライセンス関係は厄介な問題で，実際ぼくもまだまだわかっていない点がたくさんあります（＝素人）．ですので，逆にぼくが（あるいは，他の誰でもですが）やばそうなことをやってたらどうか声を掛けて下さるようお願いします．また使えそうな画像を見つけたら[[Wikipedia:ウィキプロジェクト 航空]]かどこかにリストしていくといいかもしませんね．ぼくのほうでももうちょっと探してみます．では失礼します． - [[利用者:Marsian|Marsian]] // [[利用者‐会話:Marsian|talk]] 2005年3月30日 (水) 07:10 (UTC)
"
あまり,::ご自分で出されるということでしたが，あまり長い間放置しておくのはよくないので（誰かが問題ないと思って編集してしまうかもしれない・閲覧者が GFDL/PD で利用可能と思い使ってしまうかもしれない等），シュルクーフは削除依頼に出し（[[Wikipedia:削除依頼/シュルクーフ]]），画像については <nowiki>{{PD}} を {{unverified}}</nowiki> に変え，かつ項目側では各画像へのリンクをコメントアウトしました．以上報告まで． - [[利用者:Marsian|Marsian]] // [[利用者‐会話:Marsian|talk]] 2005年4月3日 (日) 08:22 (UTC)
ちょっと,ただ、客観的に見て批判的な記事はちょっとそぐわないかなと思って…色んな意見があると思うのですが…難しいですね。
十分,あまり不十分な意識で書き込まないでください。
あまり,あまり不十分な意識で書き込まないでください。
ちょっと,::ちょっときつい言い方になってしまって申し訳ありませんでした。
それなり,:テンプレートというものに、あまりよい印象を持っていないのですが英語版のテンプレートを見てきて、それなりな項目数があって、それなりな長さの説明の末尾に関連項目ではなく、テンプレートをつけるもの悪くはないかと思いました。
あまり,:テンプレートというものに、あまりよい印象を持っていないのですが英語版のテンプレートを見てきて、それなりな項目数があって、それなりな長さの説明の末尾に関連項目ではなく、テンプレートをつけるもの悪くはないかと思いました。
十分,日本語版ではどうか、というと古典暗号に入りそうなのは3～4個しかなく、今後項目は増えるとしても、現時点では関連項目か文中のリンクで、十分にカバーされてしまっていると思います。
少し,::少し修正。
十分,英語版と同様な構成にすると赤リンクばかりになり、かと言って現在ある記事だけに絞るとテンプレートではなく、普通に関連項目で十分間に合ってしまう数になってしまうので「では諸々合体してみては・・・」という考えで、3つ目のテンプレートは作成されたように思えます。
少し,読者にどのような情報を与えるためのテンプレートを作成したらよいのかをいま少し考えみたのですが、暗号分野の総合案内のような情報はポータルになる一、二の記事にまとめ、各記事と相互にリンクを張ればよく、またカテゴリを整備すれば類似の記事を探すことも容易になると思います。
少し,カテゴリもあるのでテンプレートが無くても記事を探すのには困りませんが、テンプレートがあると少し助かります。
十分,」という疑問がでてしまうのはカテゴリの整備が不十分なためであると思いますがいかがでしょうか？
十分,(例えば、この図が白と黒だけで描かれていたらどうでしょう)(Q2)では、整備が十分というのはどのようなものでしょう。
それなり,Sinaさんは、テンプレートにあまり良い印象は持っておられないようですが、僕は、それなりの記事数があれば、テンプレートを作り、カテゴリを補助に使えると考えています。
あまり,Sinaさんは、テンプレートにあまり良い印象は持っておられないようですが、僕は、それなりの記事数があれば、テンプレートを作り、カテゴリを補助に使えると考えています。
少し,なので、できる限りお返事をしたいとは思いますが、それでももう少し整理してからご意見を頂けると幸いに思います。
少し,なので今すぐにコメントするのは止めて、少し様子をみたいと思います。
結構,あえて意見は書きませんし、返信も結構です。
かなり,カルダングリフの絵が見当たらなかったため、かなり適当な絵で代用しておりました。
かなり,「セキュリティ技術」はかなり広範囲をカバーするよう定義されていますが、「コンピュータ・セキュリティ」というカテゴリをサブカテゴリとして作るべきではないかと思うのです。
あまり,:「Category:セキュリティ技術」の定義説明は、確か Category 機能ができて間もないころにあまり余所と合せることを考えずに作文してしまったので、既に現状とは一致していない部分があるように思っています。
十分,不十分なところはご指摘下さい。
あまり,"ただ全く個人的な感覚の話ですが、カタカナの ""コンピュータセキュリティ"" という言葉はあまり使用しないので、無くても気になりませんでした。"
かなり,"ご指摘の英語版との比較では「en:Category:Computer science」には「en:Cryptography」は含まれていませんし、LNCSに収録されている範囲で判断するのは、かなり広すぎるように思います(裏表紙のThe scope of LNCS,... の説明をみて頂ければ、かなり沢山であることが分ります)。"
ある程度,それではある程度整備が進んだ時点で再考いただければ幸いです。
少し,Sinaの指摘した「[[:Category:数学者]]」「[[:Category:論理学者]]」については、少し時間を掛けて考えて頂けて、結果としてカテゴリを外して頂けたようで幸いに思います。
多少,WEBで検察しただけでは心もとないので、多少は書籍で調べてみてから、[[ノート:マニュエル・ブルーム]]に参加したいと思います。
十分,さらに、今の{{User2|Sina}}さんの発言も十分拙速ですね。
十分,あなたのあの行いも十分無礼です。
少し,「ヴォイニッチ手稿」とは懐かしいなあと思い、記事を見に行くと、挿絵も入って、なかなか立派な記事になっていますが、少し読んでみると、何か記憶にある文章なので、2005年5月頃のある版と最新版のあいだで差分を取って比較してみると、内容は、文章的には、7、8割ほど、ほとんど2年前と変わっていないことを知りました。
あまり,数字が全角になっているように、当時はあまりウィキペディアの文章の書き方を知らなかったのですね。
ちょっと,私のコメントが何でもないことだとする主張がちょっとおかしいと思います。
ちょっと,なお、'''私のコメントが何でもないことだとする主張がちょっとおかしい'''とのことですが、「会話ページの何でもないコメントを削除する・・・」とは「利用者:Hsz」さんのコメントを引用したものです。
ちょっと,ですから、ご自分のコメントがちょっとおかしいとコメントされているのですね。
かなり,定義そのものや、議論が意味不明なので、かなりこの議論に関わっていないと判断できないものもあります。
十分,勿論初版のカテゴリーの付け方が不十分だったとしたらそれに適切なカテゴリーを付与するのは親切なのですが、この場合初版に敬意を表して、あるいは意向を尊重しても良かったのではないかと思います。
非常に,::丸木舟については、そういうことですが、文化関連のカテゴリ構造に付いては非常に問題があると思っています。
十分,::十分なご議論の上、良いカテゴリ構造としてくださることを期待しています。
それなり,それでも利用者:59.86.76.6さんから「失礼だ」とのご指摘を受けるからには、それなりな理由があってのことだと思い、良く理解しておくべきだと考えておりますが、「編集が性急すぎる」ので「お節介だと思います」というのは、多分に利用者:219.117.107.22さんの主観的感想だろうと思います。
少し,少し前から「民俗資料」と「民俗文化財」という用語について、今のWikipediaの解説に疑問を感じて、調べています。
大変,お手を煩わせてしまい大変恐縮ですが、[[Template‐ノート:Catnav]]を是非ご一読ください。
ちょっと,:: 問題が発生するかどうかはちょっとわかりませんが、カテゴリツリーがループしてしまうので、その点でなにか起きないか心配です。
少し,今期末で忙しくアクセスできていませんでしたが後少しなのでそれが片付いたら整理します。
