hedge,sentence,gemini_label,softness_harshness,formality,degree,softens_harshness
very, I am not very experienced with this.,"{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 5, ""degree"": 5}",7.0,5.0,5.0,7.0
very,"-- Template:uw-test1 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:16, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-test2 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:19, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-delete1 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:17, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very," <b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:19, 27 January 2025 (UTC)<!","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-delete3 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:20, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
extremely,"  If a source makes a small claim and presents two larger counter claims, the material it supports should present one claim and two counter claims instead of presenting the one claim as extremely large while excluding or downplaying the counter claims.","{""is_modifier"": true, ""softens_harshness"": 4, ""formality"": 5, ""degree"": 5}",4.0,5.0,5.0,4.0
very,"-- Template:uw-vandalism1 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:18, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,":i am very very sorry and I will refrain from all vandalism [[User:Kelce+Swift|Kelce+Swift]] ([[User talk:Kelce+Swift#top|talk]]) 20:14, 28 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 4, ""degree"": 5}",7.0,4.0,5.0,7.0
very,"-- Template:uw-test1 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:21, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
really,"::I’m just really wanting to check regarding the inclusion of the social media rep’s name from a privacy standpoint whether it should be left or the edit history suppressed, that’s all I’m concerned about - I simply don’t know either way :) [[User:Danners430|Danners430]] ([[User talk:Danners430|talk]]) 15:39, 15 November 2024 (UTC)","{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 3, ""degree"": 2}",7.0,3.0,2.0,7.0
relatively, I think I'll take the implicit hint and make the RFA live relatively soon.,"{""is_modifier"": true, ""softens_harshness"": 6, ""formality"": 6, ""degree"": 4}",6.0,6.0,4.0,6.0
a little, I was just thinking of you saying a little bit about my contributions from a technical angle (perhaps something from the technical village pump .,"{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 4, ""degree"": 4}",8.0,4.0,4.0,8.0
very,:::::::::Thanks very much for your latest comment there and I'm so sorry to put you through all that.,"{""is_modifier"": true, ""softens_harshness"": 6, ""formality"": 6, ""degree"": 5}",6.0,6.0,5.0,6.0
pretty,":As to the likelihood of a racehorse having an article: pretty much all winners of [[British Classic Races]] are going to be [[WP:GNG|notable]], since all the major mainstream newspapers cover these races.","{""is_modifier"": true, ""softens_harshness"": 6, ""formality"": 3, ""degree"": 4}",6.0,3.0,4.0,6.0
somewhat," Lately I have felt the pace upped somewhat, in my case by ai stuff.","{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 6, ""degree"": 5}",7.0,6.0,5.0,7.0
very," Your expertise, and your bookshelf, could be very helpful in upgrading some of the articles under consideration.","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
a bit,"As the book isn't being cited, I'm a bit puzzled as to why you think the <nowiki>{{cite book}}</nowiki> template is appropriate?","{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 4, ""degree"": 4}",8.0,4.0,4.0,8.0
really," If I get really obsessed I shall buy it [https://www.ebay.co.uk/itm/166936123180?_skw=nottingham+towards+kirby-in-ashfield&epid=10046708448&itmmeta=01JJ31QFS1ZKJB6T1P0MQACM0G&hash=item26de2b172c:g:Bo4AAOSw6cRgip2T&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlcZgmk1LZbNaqm%2BOIshCWkAuhOLSQfo2WLo5aEaeKFInXoblA6Z3mPD%2BHF3bP348JL98FsZIa4d3qQruBfcHiYauz7xVGabkCFum1bYzJczfDg7b%2F9NwDLVWsIfOtXWRCRqGDjwKp5uoL8XfemSK%2FrHLtDI82EN%2BF6qrekCR15o7T3v0oEyf0HYwTal0Eb3AKijCFQLwnN8eoxUPqn6x6EcP6mLC2WXPUrovk1qFmaOTtv%2F7VB%2B7WPUblzn2WdnQNM%2FaroerlT1sZO88H8rxbe%7Ctkp%3ABk9SR9T83eGQZQ online], pay the exorbitant shipping costs, and cite it myself!","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 4, ""degree"": 5}",5.0,4.0,5.0,5.0
very, It’s one of the many odd quirks of Wikipedia - my grandfather was born in Annesley and likely travelled on that very line.,"{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 6, ""degree"": 0}",5.0,6.0,0.0,5.0
mostly," To celebrate: mostly flowers pics from vacation ;) --[[User:Gerda Arendt|Gerda Arendt]] ([[User talk:Gerda Arendt|talk]]) 09:00, 21 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very," The report on Chivers occupation crossing (1976) blames the road driver, and in mentioning the 1970 accident, remarking that the two occurrences were <q>very similar</q>.","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
really, I really do not understand how Categories work on here yet.,"{""is_modifier"": true, ""softens_harshness"": 4, ""formality"": 4, ""degree"": 5}",4.0,4.0,5.0,4.0
rather,":::::[[Template:Decade in nationality music category]] looks rather complicated, I wouldn't want to replicate that for comedy.","{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 7, ""degree"": 4}",7.0,7.0,4.0,7.0
a bit, None of this was intentional I was just trying to follow your advice and ensure compliance with [[WP:RFCBRIEF]] but rushed it a bit too much.,"{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 3, ""degree"": 4}",7.0,3.0,4.0,7.0
a bit,::::I’ve been struggling a bit with all the technical aspects and it’s been tricky organising the RfC while making sure everything was properly in place.,"{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 4, ""degree"": 4}",8.0,4.0,4.0,8.0
rather,""" which I thought was rather insulting.","{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 8, ""degree"": 4}",7.0,8.0,4.0,7.0
reasonably,"::Apologies, as the last time I asked for advice it went from reasonably innocent to pointy and personal attacks in the time it took to message yourself.","{""is_modifier"": true, ""softens_harshness"": 6, ""formality"": 6, ""degree"": 4}",6.0,6.0,4.0,6.0
quite,"::::No worries at all - we all have real lives :) Quite often things like these don’t go as rapid, so there’s time to leave a message on a talk page for advice… and others, like here, it’s all over in the space of an hour or so… [[User:Danners430|Danners430]] ([[User talk:Danners430|talk]]) 18:07, 19 March 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 6, ""formality"": 6, ""degree"": 3}",6.0,6.0,3.0,6.0
mostly," - [[St. Martin, Idstein#Pachelbel|We sang]] works for (mostly) double choir by [[Johann Pachelbel|Pachelbel]], [[Johann Christoph Bach]], [[Johann Kuhnau|Kuhnau]]/[[Johann Sebastian Bach|Bach]], [[Charles Gounod|Gounod]] and [[Josef Rheinberger|Rheinberger]]!","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
fairly,"Thanks for cleaning up my tables at [[Selby rail crash]], I admittedly have fairly limited experience with them so was relying on [[Help:Table]] quite heavily.","{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 6, ""degree"": 4}",7.0,6.0,4.0,7.0
quite,"Thanks for cleaning up my tables at [[Selby rail crash]], I admittedly have fairly limited experience with them so was relying on [[Help:Table]] quite heavily.","{""is_modifier"": true, ""softens_harshness"": 6, ""formality"": 6, ""degree"": 4}",6.0,6.0,4.0,6.0
slightly," You may need to adjust the ""contrast"" or ""brightness"" settings of your monitor to make it show up, but for me, it shows as the same shade of grey as the table background, which is a very slightly darker grey that the page background.","{""is_modifier"": true, ""softens_harshness"": 6, ""formality"": 5, ""degree"": 5}",6.0,5.0,5.0,6.0
very," You may need to adjust the ""contrast"" or ""brightness"" settings of your monitor to make it show up, but for me, it shows as the same shade of grey as the table background, which is a very slightly darker grey that the page background.","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
quite, My CSS skills are quite limited!,"{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 7, ""degree"": 4}",7.0,7.0,4.0,7.0
pretty," I would have thought that having a ""Total"" cell on certain types of tables would be pretty common.","{""is_modifier"": true, ""softens_harshness"": 6, ""formality"": 3, ""degree"": 4}",6.0,3.0,4.0,6.0
pretty, is pretty standard .,"{""is_modifier"": true, ""softens_harshness"": 6, ""formality"": 3, ""degree"": 4}",6.0,3.0,4.0,6.0
very,"thank you for reverting the IP's edit on Vladimir Komarov, as it is a very important biography article on that Soviet Cosmonaut.","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
quite,":For several years now, I have been following the RfC listings and how Legobot operates to maintain them, and fixed quite a large number of badly-constructed RfCs.","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 6, ""degree"": 4}",5.0,6.0,4.0,5.0
quite," The effects of some of these screwups had spilled over into the RfC listings with, sometimes, quite horrendous consequences.","{""is_modifier"": true, ""softens_harshness"": 4, ""formality"": 6, ""degree"": 4}",4.0,6.0,4.0,4.0
very," On behalf of the [[WP:Birthday Committee|Birthday Committee]], I'd like to wish you a very happy  anniversary of the day you made [https://en.wikipedia.org/w/index.php?title=Special:Contributions/Redrose64&dir=prev&limit=1 your first edit] and became a Wikipedian!","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
somewhat,"Regarding your [https://en.wikipedia.org/w/index.php?title=Slam-door_train&diff=prev&oldid=1290085014 revert], I did read the (somewhat poorly written) article and tried my best to add a short desc.","{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 6, ""degree"": 4}",8.0,6.0,4.0,8.0
really," It's only a minor issue on what line(s) Victoria tram stop is on, but I really want to know what the problem is.","{""is_modifier"": true, ""softens_harshness"": 4, ""formality"": 4, ""degree"": 4}",4.0,4.0,4.0,4.0
very,"|style=""vertical-align: middle; border-top: 1px solid gray;"" | Thanks for your assistance with template edits, I very much appreciate it.","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 7, ""degree"": 5}",5.0,7.0,5.0,5.0
rather,The other is a rather confusing problem that even stumps me.,"{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 7, ""degree"": 4}",7.0,7.0,4.0,7.0
rather,"I figured I seen your work, or rather, what you did for the Cinderella III: A Twist in Time Soundtrack section of the [[Draft: I Still Believe (Hayden Panettiere song)|I Still Believe (Hayden Panettiere song) draft article]] on Wednesday, May 21st, 2025, at 07:15 A.","{""is_modifier"": true, ""softens_harshness"": 6, ""formality"": 8, ""degree"": 0}",6.0,8.0,0.0,6.0
a bit," There's also a bit of history about this infobox as some want it to be short and concentrate on the most essential info, while others are keen to expand it.","{""is_modifier"": true, ""softens_harshness"": 7, ""formality"": 4, ""degree"": 5}",7.0,4.0,5.0,7.0
very," Very often on mature articles, what seem like omissions are omitted for a reason.","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
really,"::FWIW, it's not really acceptable to see the existing reasons established for why an article is the way it is (e.","{""is_modifier"": true, ""softens_harshness"": 8, ""formality"": 4, ""degree"": 3}",8.0,4.0,3.0,8.0
rather," First things first, if you are the actual widow of Michael Rainey, then you have a [[WP:COI|Conflict of Interest]] with the article subject and must not edit the article directly yourself but rather leave an [[WP:ER|edit request]] - please see [[WP:COIREQ|this page]] on information regarding how to.","{""is_modifier"": true, ""softens_harshness"": 6, ""formality"": 7, ""degree"": 0}",6.0,7.0,0.0,6.0
very,"-- Template:uw-vandalism3 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:32, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-unsourced1 --> <b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:32, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-vandalism1 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:32, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-delete1 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:35, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-test1 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:36, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-vandalism1 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:36, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-test1 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:41, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-vandalism1 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:42, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-vandalism1 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:44, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-unsourced2 --> <b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:53, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-vandalism1 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:47, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-vandalism1 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:49, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-vandalism2 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:58, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-vandalism3 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 19:02, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-vandalism1 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:50, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-unsourced1 --> <b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:50, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-vandalism1 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:53, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-unsourced1 --> <b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:53, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-vandalism4 --> <b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 03:49, 28 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-delete1 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:57, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-vandalism1 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:57, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-vandalism2 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:59, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-spam1 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:58, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-spam2 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:59, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-genre1 --> <b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 18:59, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-test1 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 19:00, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-spam1 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 19:00, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-spam2 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 19:02, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-spam3 --><b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 19:06, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
very,"-- Template:uw-spam4 --> <b>[[User:Yoshi24517|<span style=""color:#00c700;font-family:'Rockwell'"">Yoshi24517</span>]] ([[User talk:Yoshi24517|<span style=""color:black;font-family:'Rockwell'"">Chat</span>]]) (<span style=""color:red;font-family:'Rockwell'"">Very Busy</span>)</b> 19:11, 27 January 2025 (UTC)","{""is_modifier"": true, ""softens_harshness"": 5, ""formality"": 5, ""degree"": 5}",5.0,5.0,5.0,5.0
